"","Player","Years","Full_Salary","Avg_Salary","Pos","Age","Tm","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","PER","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","X","OWS","DWS","WS","WS.48","X.1","OBPM","DBPM","BPM","VORP"
"130","Theo Pinson","1",1729217,1729217,"SG",25,"NYK",17,0,2,0.1,0.5,0.111,0,0.5,0,0.1,0.1,1,0.111,0,0,NA,0,0.3,0.3,0.1,0,0,0.1,0.2,0.1,-8.1,0.111,0.889,0,0,15.8,8,3.7,0,0,10,13.1,NA,-0.2,0,-0.1,-0.205,NA,-13.2,-2.5,-15.7,-0.1
"131","Tim Hardaway Jr.","4",7.5e+07,18750000,"SG",28,"DAL",70,31,28.4,5.8,13,0.447,3,7.6,0.391,2.9,5.5,0.524,0.56,2,2.5,0.816,0.3,3,3.3,1.8,0.4,0.2,0.9,1.6,16.6,15.7,0.589,0.581,0.191,1.1,11.5,6.4,9.8,0.8,0.5,6.1,23.4,NA,3.2,1.2,4.3,0.105,NA,2,-1.7,0.4,1.2
"132","Tony Bradley","2",3825574,1912787,"C",23,"TOT",42,8,16.3,3.1,4.7,0.665,0,0.1,0,3.1,4.6,0.675,0.665,0.9,1.3,0.691,2,3.7,5.7,0.9,0.4,0.7,0.8,1.5,7.1,20.7,0.678,0.015,0.279,13.3,24,18.6,8.5,1,3.9,13,15.8,NA,1.8,1,2.7,0.192,NA,1.2,0.1,1.3,0.6
"133","Tony Snell","1",2389641,2389641,"SG",29,"ATL",47,23,21.1,1.9,3.6,0.515,1.3,2.3,0.569,0.6,1.3,0.419,0.696,0.2,0.2,1,0.4,2,2.4,1.3,0.3,0.2,0.4,1.6,5.3,9.5,0.708,0.637,0.064,2,10.2,6.2,7.9,0.6,1,10.7,8.6,NA,1.6,0.5,2,0.099,NA,-0.4,-0.1,-0.5,0.4
"134","Torrey Craig","2",1e+07,5e+06,"SF",30,"TOT",50,8,16.1,2.2,4.5,0.48,0.8,2.1,0.368,1.4,2.4,0.579,0.566,0.3,0.4,0.773,1.1,2.8,3.9,1,0.6,0.5,0.5,1.7,5.5,14.2,0.579,0.467,0.097,8.1,19.1,13.7,7.9,1.7,2.9,9.6,14.3,NA,1.1,1.1,2.2,0.133,NA,-0.3,0.7,0.4,0.5
"135","Tremont Waters","1",1669178,1669178,"PG",23,"BOS",26,3,9.2,1.3,3.2,0.405,0.6,1.5,0.395,0.7,1.8,0.413,0.494,0.6,0.7,0.941,0.2,0.6,0.8,2.4,0.6,0,1,0.7,3.8,14.6,0.541,0.452,0.202,2.3,7.5,4.9,36.4,3.1,0.4,22.8,21.4,NA,0.2,0.2,0.4,0.08,NA,0.4,-0.1,0.3,0.1
"136","Trevor Ariza","1",2641691,2641691,"SF",35,"MIA",30,27,28,3.3,8,0.411,1.7,4.8,0.35,1.6,3.3,0.5,0.515,1.1,1.5,0.773,0.9,3.9,4.8,1.8,1,0.6,0.7,1.8,9.4,11.9,0.542,0.593,0.183,3.7,15.6,9.8,9.4,1.8,2.2,7.5,15.1,NA,0.5,1,1.6,0.091,NA,-1.2,0.1,-1.1,0.2
"137","Trey Lyles","2",5125000,2562500,"PF",25,"SAS",23,9,15.6,1.9,3.9,0.478,0.6,1.7,0.35,1.3,2.2,0.58,0.556,0.7,1,0.652,0.4,3.3,3.7,0.6,0.3,0,0.3,0.6,5,11.4,0.574,0.444,0.256,2.6,23.3,12.8,5.3,0.8,0.2,5.7,12.9,NA,0.3,0.3,0.6,0.085,NA,-1.3,-0.5,-1.8,0
"138","Tyler Cook","1",1669178,1669178,"SF-PF",23,"TOT",32,1,13.7,2.2,3.2,0.67,0,0.1,0.5,2.1,3.2,0.673,0.675,0.5,1.1,0.486,0.9,2.1,3,0.5,0.3,0.1,0.7,1.1,4.9,12.8,0.659,0.019,0.34,7,17.2,12.1,5.9,0.9,0.4,15.1,13.9,NA,0.5,0.3,0.8,0.09,NA,-2.2,-0.9,-3,-0.1
"139","Udonis Haslem","1",2641691,2641691,"C",40,"MIA",1,0,3,2,2,1,0,0,NA,2,2,1,1,0,0,NA,0,1,1,0,0,0,0,0,4,54.6,1,0,0,0,37.5,19.1,0,0,0,0,30.1,NA,0,0,0,0.475,NA,24.1,7,31.1,0
"140","Victor Oladipo","1",2389641,2389641,"SG",28,"TOT",33,33,32.7,7.1,17.5,0.408,2.4,7.2,0.326,4.8,10.2,0.466,0.476,3.2,4.2,0.754,0.4,4.5,4.8,4.6,1.4,0.4,2.5,2.5,19.8,14.3,0.512,0.415,0.24,1.2,15.1,8,22.8,2,1.2,11.5,28.5,NA,-0.6,1,0.4,0.017,NA,-0.9,-0.8,-1.7,0.1
"141","Wayne Ellington","1",2641691,2641691,"SG",33,"DET",46,31,22,3.2,7.3,0.441,2.5,6,0.422,0.7,1.4,0.524,0.612,0.6,0.8,0.8,0.3,1.6,1.8,1.5,0.4,0.2,0.7,1.3,9.6,12.2,0.625,0.814,0.104,1.3,8.1,4.7,10.2,0.9,0.8,8.5,16.7,NA,1.3,0.5,1.9,0.088,NA,1.1,-1.3,-0.2,0.5
"142","Will Barton","2",3e+06,1500000,"SF",30,"DEN",56,52,31,4.6,10.9,0.426,1.8,4.6,0.381,2.9,6.3,0.459,0.507,1.7,2.2,0.785,0.7,3.3,4,3.2,0.9,0.4,1.7,1.7,12.7,11.8,0.538,0.423,0.199,2.6,12.2,7.4,14.1,1.4,1.3,12.7,19,NA,0.7,1.5,2.2,0.061,NA,-1,-0.8,-1.9,0.1
